WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
4875000	4895000	66	13.3012227993939	13.9692960472577	scaffold_11_arrow_ctg1	snow_days	20000	Odd	302
4895000	4915000	43	17.139382682093	17.650182308053	scaffold_11_arrow_ctg1	snow_days	20000	Odd	303
38975000	39015000	90	20.1977035476667	32.8836081722398	scaffold_11_arrow_ctg1	snow_days	40000	Odd	2489
40615000	40635000	66	13.9338013834848	15.2709213715094	scaffold_11_arrow_ctg1	snow_days	20000	Odd	2596
40655000	40685000	94	12.4753404255319	14.643121338756	scaffold_11_arrow_ctg1	snow_days	30000	Odd	2599
46125000	46165000	73	13.5514368224658	15.2328948436582	scaffold_11_arrow_ctg1	snow_days	40000	Odd	2934
60915000	60935000	45	26.6029094642222	34.1349782776707	scaffold_11_arrow_ctg1	snow_days	20000	Odd	3891
60935000	60945000	54	27.01533691	38.1606111291881	scaffold_11_arrow_ctg1	snow_days	10000	Odd	3892
60945000	60955000	43	25.5976229918605	31.6981592155645	scaffold_11_arrow_ctg1	snow_days	10000	Odd	3893
62125000	62135000	17	22.4558197829412	16.6498036651518	scaffold_11_arrow_ctg1	snow_days	10000	Odd	3963
68885000	68895000	26	19.0913337107692	16.2455586513021	scaffold_11_arrow_ctg1	snow_days	10000	Odd	4393
86285000	86295000	59	14.0831822347458	14.7290236110103	scaffold_11_arrow_ctg1	snow_days	10000	Odd	5453
86295000	86305000	56	14.0842923744643	14.3517758528097	scaffold_11_arrow_ctg1	snow_days	10000	Odd	5454
1705000	1715000	29	18.7602744772414	16.7056738543837	Super_Scaffold_6	snow_days	10000	Even	5615
1725000	1745000	92	18.8134197590217	29.8840381347801	Super_Scaffold_6	snow_days	20000	Even	5617
38175000	38205000	38	16.5469782747368	15.6673750736516	Super_Scaffold_6	snow_days	30000	Even	7906
12765000	12785000	56	15.3156018260714	16.6855604202096	Super_Scaffold_7	snow_days	20000	Odd	12146
26135000	26155000	46	14.8421448067391	14.3092579397609	Super_Scaffold_7	snow_days	20000	Odd	12973
74195000	74215000	46	17.2333625634783	18.4169471749549	Super_Scaffold_7	snow_days	20000	Odd	15901
2595000	2615000	65	13.4373074069231	14.1409491915001	Super_Scaffold_8	snow_days	20000	Even	16604
15125000	15155000	105	13.7099059912381	18.6803186461602	Super_Scaffold_8	snow_days	30000	Even	17367
37535000	37565000	78	17.1081819553846	23.7020180737917	Super_Scaffold_8	snow_days	30000	Even	18662
88025000	88045000	42	16.5861805271429	16.5356939162217	Super_Scaffold_8	snow_days	20000	Even	21632
18125000	18185000	411	9.38258148513382	14.7383889806652	scaffold_17_arrow_ctg1	snow_days	60000	Odd	23091
46615000	46635000	54	15.8568362431481	17.3922483862467	scaffold_17_arrow_ctg1	snow_days	20000	Odd	24914
51435000	51445000	45	21.7136523948889	25.8278930486198	scaffold_17_arrow_ctg1	snow_days	10000	Odd	25230
52145000	52175000	53	16.1123368250943	17.7015741522862	scaffold_17_arrow_ctg1	snow_days	30000	Odd	25279
52205000	52235000	52	17.0561603684615	19.2576033302126	scaffold_17_arrow_ctg1	snow_days	30000	Odd	25283
56925000	56935000	44	15.2045210397727	14.6035456783325	scaffold_17_arrow_ctg1	snow_days	10000	Odd	25578
61475000	61485000	12	24.4158193808333	15.7083071530066	scaffold_17_arrow_ctg1	snow_days	10000	Odd	25864
61485000	61505000	26	18.3093026984615	15.2355846674957	scaffold_17_arrow_ctg1	snow_days	20000	Odd	25865
5055000	5075000	65	14.1758298692308	15.6490137178733	scaffold_18_arrow_ctg1	snow_days	20000	Even	26653
5345000	5355000	35	17.0032930762857	15.7199640529703	scaffold_18_arrow_ctg1	snow_days	10000	Even	26667
49395000	49415000	54	14.0643252077778	14.0560009355575	scaffold_18_arrow_ctg1	snow_days	20000	Even	29445
21335000	21365000	70	14.2068283135714	16.3054373803139	Super_Scaffold_11	snow_days	30000	Odd	31546
22825000	22855000	44	16.1159684790909	16.1348358827867	Super_Scaffold_11	snow_days	30000	Odd	31632
22855000	22865000	23	24.7165278265217	22.1124323660205	Super_Scaffold_11	snow_days	10000	Odd	31633
22865000	22885000	52	24.7651248457692	33.3374282115883	Super_Scaffold_11	snow_days	20000	Odd	31634
22885000	22905000	26	21.4211245834615	19.2544267551195	Super_Scaffold_11	snow_days	20000	Odd	31635
11085000	11105000	50	17.1396782336	19.0332103775213	Super_Scaffold_4	snow_days	20000	Even	34781
93635000	93645000	14	23.1533068714286	15.770447988831	Super_Scaffold_4	snow_days	10000	Even	39369
93645000	93655000	13	22.6274125638462	14.7165313797716	Super_Scaffold_4	snow_days	10000	Even	39370
93655000	93665000	15	21.22697027	14.4343320480704	Super_Scaffold_4	snow_days	10000	Even	39371
93665000	93685000	40	20.1521326455	21.8494064064382	Super_Scaffold_4	snow_days	20000	Even	39372
93685000	93715000	57	18.4958691675439	22.9152377639398	Super_Scaffold_4	snow_days	30000	Even	39373
113555000	113575000	50	15.2584295862	15.6639797506009	Super_Scaffold_4	snow_days	20000	Even	40444
113575000	113595000	55	15.1353830534545	16.1973937835118	Super_Scaffold_4	snow_days	20000	Even	40445
119135000	119145000	34	17.1875504670588	15.7658878888039	Super_Scaffold_4	snow_days	10000	Even	40774
179165000	179205000	28	18.2310757553571	15.7058715061144	Super_Scaffold_4	snow_days	40000	Even	44233
179345000	179365000	52	14.9262012296154	15.3673983918298	Super_Scaffold_4	snow_days	20000	Even	44242
182935000	182975000	35	18.1092980977143	17.3772240898195	Super_Scaffold_4	snow_days	40000	Even	44449
203775000	203805000	25	20.4231036692	17.6166290711577	Super_Scaffold_4	snow_days	30000	Even	45627
205555000	205585000	49	16.6564646471429	17.9852012995718	Super_Scaffold_4	snow_days	30000	Even	45747
205585000	205605000	22	19.8473983040909	15.8419337133793	Super_Scaffold_4	snow_days	20000	Even	45748
219025000	219045000	94	13.3329690065957	16.7491423976951	Super_Scaffold_4	snow_days	20000	Even	46573
6815000	6835000	114	17.5075021428947	29.7342169676057	Super_Scaffold_5	snow_days	20000	Odd	47106
6835000	6845000	47	15.2425247708511	15.1591747868011	Super_Scaffold_5	snow_days	10000	Odd	47107
68285000	68305000	39	18.8513654835897	19.517100143933	Super_Scaffold_5	snow_days	20000	Odd	50702
68445000	68495000	107	16.6945667442991	26.6770207758359	Super_Scaffold_5	snow_days	50000	Odd	50712
91585000	91605000	60	17.0738182016667	20.720627041636	Super_Scaffold_5	snow_days	20000	Odd	52064
113805000	113835000	33	20.3207009381818	20.0909721156911	Super_Scaffold_5	snow_days	30000	Odd	53367
113835000	113865000	41	16.2558933914634	15.8020020246596	Super_Scaffold_5	snow_days	30000	Odd	53368
114515000	114545000	43	20.4838738009302	23.2049232806577	Super_Scaffold_5	snow_days	30000	Odd	53406
136165000	136185000	41	19.2124350965854	20.5968569871547	Super_Scaffold_5	snow_days	20000	Odd	54725
168355000	168385000	63	13.826289921746	14.7036840349638	Super_Scaffold_5	snow_days	30000	Odd	56622
7755000	7815000	92	12.3212644805435	14.1121986179442	scaffold_21_arrow_ctg1	snow_days	60000	Even	57119
18525000	18535000	18	20.4972165894444	15.0278451717958	scaffold_21_arrow_ctg1	snow_days	10000	Even	57803
33365000	33395000	69	13.4220900221739	14.5375439705968	scaffold_21_arrow_ctg1	snow_days	30000	Even	58715
40875000	40905000	72	15.5968078722222	19.5239998151899	scaffold_21_arrow_ctg1	snow_days	30000	Even	59197
2595000	2615000	89	13.4194897473034	16.5043352455163	scaffold_2_arrow_ctg1	snow_days	20000	Odd	59371
2775000	2785000	42	15.4463385035714	14.6647152019383	scaffold_2_arrow_ctg1	snow_days	10000	Odd	59382
11485000	11495000	14	21.279402705	13.9945789663488	scaffold_2_arrow_ctg1	snow_days	10000	Odd	59915
19285000	19315000	33	16.8050150457576	14.9757255412755	scaffold_2_arrow_ctg1	snow_days	30000	Odd	60375
66165000	66195000	54	14.4850918818519	14.8391379517403	scaffold_2_arrow_ctg1	snow_days	30000	Odd	63174
