WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
4535000	4545000	38	16.5797235089474	17.7033012003567	scaffold_11_arrow_ctg1	bio18	10000	Odd	278
10995000	11005000	49	14.380257522449	16.7379118663594	scaffold_11_arrow_ctg1	bio18	10000	Odd	689
83895000	83915000	71	16.0005899932394	23.1321139498289	scaffold_11_arrow_ctg1	bio18	20000	Odd	5279
8865000	8895000	55	17.1080258389091	22.1545775607785	Super_Scaffold_6	bio18	30000	Even	6015
37875000	37915000	46	16.7393052234783	19.7144259134382	Super_Scaffold_6	bio18	40000	Even	7811
54135000	54155000	33	22.2985611048485	23.6778668253915	Super_Scaffold_6	bio18	20000	Even	8820
81185000	81205000	62	14.8532563393548	19.6417980808367	Super_Scaffold_6	bio18	20000	Even	10500
15115000	15165000	157	9.72319106031847	17.2069297547913	Super_Scaffold_8	bio18	50000	Even	17439
17995000	18005000	45	14.5951643208889	16.3552799788936	Super_Scaffold_8	bio18	10000	Even	17604
35595000	35625000	53	20.4581992679245	27.0787359072845	Super_Scaffold_8	bio18	30000	Even	18599
35635000	35655000	21	19.5761531790476	16.1616757367975	Super_Scaffold_8	bio18	20000	Even	18601
35655000	35675000	44	18.7394840884091	22.1809293338139	Super_Scaffold_8	bio18	20000	Even	18602
35675000	35695000	35	17.2321444488571	17.8337297034413	Super_Scaffold_8	bio18	20000	Even	18603
35705000	35765000	157	19.0363466171338	42.7119463579383	Super_Scaffold_8	bio18	60000	Even	18605
35765000	35775000	22	20.4770087427273	17.4655206406298	Super_Scaffold_8	bio18	10000	Even	18606
925000	935000	50	15.247054659	18.2474635674959	scaffold_17_arrow_ctg1	bio18	10000	Odd	22090
17195000	18625000	34	21.1408601202941	22.55852793571	scaffold_17_arrow_ctg1	bio18	20000	Odd	23176
34325000	34345000	40	15.70716305125	16.9570450996812	scaffold_17_arrow_ctg1	bio18	20000	Odd	24138
46615000	46635000	54	14.6642911609259	18.0273369997919	scaffold_17_arrow_ctg1	bio18	20000	Odd	24922
3335000	3375000	79	12.5205298356962	17.6400480774701	Super_Scaffold_11	bio18	40000	Odd	30369
7835000	7855000	64	13.08764744125	16.8688963481974	Super_Scaffold_11	bio18	20000	Odd	30659
59285000	59345000	114	11.2759356513158	18.2859570980921	Super_Scaffold_4	bio18	60000	Even	37218
115175000	115205000	121	12.8723660484298	22.6771517388768	Super_Scaffold_4	bio18	30000	Even	40167
157335000	157345000	39	19.2121378851282	21.5277951247676	Super_Scaffold_4	bio18	10000	Even	42456
157345000	157385000	74	19.7144294908108	30.5983765767875	Super_Scaffold_4	bio18	40000	Even	42457
179345000	179365000	52	17.0955253671154	21.5221879797799	Super_Scaffold_4	bio18	20000	Even	43650
179365000	179395000	53	20.0510677624528	26.4309200517671	Super_Scaffold_4	bio18	30000	Even	43651
211655000	211675000	33	17.7670724812121	17.9883315901717	Super_Scaffold_4	bio18	20000	Even	45414
211675000	211685000	23	19.5387496847826	16.8745730838771	Super_Scaffold_4	bio18	10000	Even	45415
211705000	211725000	31	16.6504583512903	16.075888336847	Super_Scaffold_4	bio18	20000	Even	45417
215855000	215875000	58	13.9485856874138	17.4917727112956	Super_Scaffold_4	bio18	20000	Even	45653
219375000	219405000	72	12.7833017586111	17.3277335974847	Super_Scaffold_4	bio18	30000	Even	45856
219665000	219715000	62	19.959363488871	28.4292850937261	Super_Scaffold_4	bio18	50000	Even	45872
51035000	51055000	43	21.5310976569767	25.9284237916196	Super_Scaffold_5	bio18	20000	Odd	48900
87985000	88005000	58	13.9221204539655	17.4477204046773	Super_Scaffold_5	bio18	20000	Odd	50971
88005000	88015000	47	15.1214527710638	17.5033704082742	Super_Scaffold_5	bio18	10000	Odd	50972
88055000	88075000	33	17.1573922866667	17.2228442995298	Super_Scaffold_5	bio18	20000	Odd	50976
109085000	109135000	67	13.4853078419403	17.9711577013347	Super_Scaffold_5	bio18	50000	Odd	52175
40565000	40575000	24	20.4957542183333	18.2622129136372	scaffold_21_arrow_ctg1	bio18	10000	Even	58211
24235000	24255000	58	16.6944048744828	22.0622847751124	scaffold_2_arrow_ctg1	bio18	20000	Odd	59700
150095000	150115000	60	13.3782056088333	16.8251509093986	scaffold_2_arrow_ctg1	bio18	20000	Odd	66876
152685000	152695000	23	23.8701620413043	21.4147458212787	scaffold_2_arrow_ctg1	bio18	10000	Odd	67019
152765000	152815000	61	18.8832650840984	26.3621410215924	scaffold_2_arrow_ctg1	bio18	50000	Odd	67026
183985000	183995000	19	27.8258491442105	23.2322974310393	scaffold_2_arrow_ctg1	bio18	10000	Odd	68829
79875000	79895000	58	27.0271014839655	39.2614196372341	Super_Scaffold_1	bio18	20000	Even	74807
80335000	80345000	40	15.951015613	17.2941276300739	Super_Scaffold_1	bio18	10000	Even	74834
137115000	137145000	91	14.3530627663736	22.7532287440847	Super_Scaffold_1	bio18	30000	Even	78052
137145000	137165000	60	13.3553996136667	16.7865405734429	Super_Scaffold_1	bio18	20000	Even	78053
137275000	137315000	55	13.7815499341818	16.76264248635	Super_Scaffold_1	bio18	40000	Even	78061
137315000	137335000	67	13.4297868404478	17.8718292601081	Super_Scaffold_1	bio18	20000	Even	78062
215885000	215905000	49	20.6632558579592	26.3505791811705	Super_Scaffold_1	bio18	20000	Even	82524
234475000	234495000	57	18.4713686715789	24.803474812273	Super_Scaffold_1	bio18	20000	Even	83640
