WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
12975000	12985000	21	19.45929233	17.2847575661933	scaffold_11_arrow_ctg1	bio12	10000	Odd	844
36075000	36085000	26	16.5313305457692	15.7959609698616	scaffold_11_arrow_ctg1	bio12	10000	Odd	2340
72945000	72955000	63	16.725688225873	24.9434782680083	scaffold_11_arrow_ctg1	bio12	10000	Odd	4684
77075000	77095000	23	18.9940694904348	17.5755313439042	scaffold_11_arrow_ctg1	bio12	20000	Odd	4940
5865000	5885000	87	12.2839117843678	19.7750756453215	Super_Scaffold_6	bio12	20000	Even	5940
5255000	5275000	48	12.9344722104167	15.7260932194052	Super_Scaffold_7	bio12	20000	Odd	11688
23405000	23445000	88	10.2822107861364	15.5658971754465	Super_Scaffold_7	bio12	40000	Odd	12805
29295000	29315000	47	15.6714389740426	19.8807166173616	Super_Scaffold_7	bio12	20000	Odd	13160
4355000	4365000	39	18.5284425671795	22.21699812395	Super_Scaffold_8	bio12	10000	Even	16740
13175000	13195000	23	18.418992373913	16.9406613115203	Super_Scaffold_8	bio12	20000	Even	17267
35705000	35745000	94	10.2641196457447	16.0474271826019	Super_Scaffold_8	bio12	40000	Even	18631
11175000	11195000	60	15.0534097035	21.3605384853975	scaffold_17_arrow_ctg1	bio12	20000	Odd	22825
11205000	11215000	53	17.0451113062264	23.4136508791774	scaffold_17_arrow_ctg1	bio12	10000	Odd	22827
17655000	18625000	22	22.0645670609091	20.5044483563458	scaffold_17_arrow_ctg1	bio12	10000	Odd	23265
35695000	35705000	47	12.9217165119149	15.5412873525902	scaffold_17_arrow_ctg1	bio12	10000	Odd	24323
46615000	46635000	54	19.3795476975926	27.5823804749778	scaffold_17_arrow_ctg1	bio12	20000	Odd	25017
46685000	46695000	21	19.1571329904762	16.9660146857088	scaffold_17_arrow_ctg1	bio12	10000	Odd	25021
1015000	1035000	45	13.7406478826667	16.4716136833601	scaffold_18_arrow_ctg1	bio12	20000	Even	26495
31125000	31155000	41	13.9462119170732	16.0255017220213	Super_Scaffold_4	bio12	30000	Even	35787
59275000	59305000	86	11.3329905931395	17.6311322001858	Super_Scaffold_4	bio12	30000	Even	37249
113105000	113125000	38	15.9110025955263	18.2161317083058	Super_Scaffold_4	bio12	20000	Even	39998
115175000	115205000	121	15.7292102241322	32.0451909879874	Super_Scaffold_4	bio12	30000	Even	40115
133495000	133515000	48	18.9635750535417	25.3415104514057	Super_Scaffold_4	bio12	20000	Even	41055
157325000	157345000	53	14.5380784901887	19.2122630143798	Super_Scaffold_4	bio12	20000	Even	42306
157355000	157365000	29	15.8060657537931	15.7833305070747	Super_Scaffold_4	bio12	10000	Even	42308
157365000	157405000	75	13.7125360690667	21.2087197374384	Super_Scaffold_4	bio12	40000	Even	42309
211675000	211725000	70	14.6717245584286	22.3369139837342	Super_Scaffold_4	bio12	50000	Even	45177
219375000	219405000	72	11.0701429540278	15.6189237438151	Super_Scaffold_4	bio12	30000	Even	45614
219575000	219605000	111	10.9719297956757	19.1548688539689	Super_Scaffold_4	bio12	30000	Even	45625
219695000	219715000	55	14.6917177961818	19.8336898652593	Super_Scaffold_4	bio12	20000	Even	45632
38625000	38645000	29	17.1338987817241	17.4293587740456	Super_Scaffold_5	bio12	20000	Odd	47953
45885000	45915000	32	14.967161785625	15.4872216906956	Super_Scaffold_5	bio12	30000	Odd	48386
51035000	51055000	43	20.5426590060465	26.3689574408724	Super_Scaffold_5	bio12	20000	Odd	48671
87085000	87115000	17	22.1009053317647	18.0589055532681	Super_Scaffold_5	bio12	30000	Odd	50788
103705000	103725000	63	11.6507354620635	15.6709727123993	Super_Scaffold_5	bio12	20000	Odd	51759
158375000	158385000	16	20.3186318225	15.8786339984326	Super_Scaffold_5	bio12	10000	Odd	55011
23265000	23285000	38	15.7344896439474	17.9656573927219	scaffold_2_arrow_ctg1	bio12	20000	Odd	59590
