WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
14725000	14745000	44	13.6975477631818	16.0691701124926	scaffold_11_arrow_ctg1	bio5	20000	Odd	941
19135000	19165000	25	20.1101451712	19.0258718627118	scaffold_11_arrow_ctg1	bio5	30000	Odd	1212
21505000	21525000	15	21.0634553533333	15.5334629531862	scaffold_11_arrow_ctg1	bio5	20000	Odd	1364
21795000	21805000	27	23.7788853833333	23.8826174710842	scaffold_11_arrow_ctg1	bio5	10000	Odd	1382
21805000	21815000	8	27.06405971	15.0035234935435	scaffold_11_arrow_ctg1	bio5	10000	Odd	1383
21815000	21825000	14	21.2634382114286	15.1680890085921	scaffold_11_arrow_ctg1	bio5	10000	Odd	1384
21825000	21835000	11	23.2025957290909	14.8317963316716	scaffold_11_arrow_ctg1	bio5	10000	Odd	1385
22825000	22835000	41	15.96373009	18.6404085847982	scaffold_11_arrow_ctg1	bio5	10000	Odd	1443
23175000	23205000	53	12.5591981690566	15.8493281268552	scaffold_11_arrow_ctg1	bio5	30000	Odd	1470
23205000	23225000	24	16.389250215	14.7111038316409	scaffold_11_arrow_ctg1	bio5	20000	Odd	1471
23245000	23255000	14	22.6692242328571	16.302220349851	scaffold_11_arrow_ctg1	bio5	10000	Odd	1473
23285000	23315000	38	13.4072620915789	14.5475758822188	scaffold_11_arrow_ctg1	bio5	30000	Odd	1476
23315000	23325000	22	25.3847466654545	23.1821949354004	scaffold_11_arrow_ctg1	bio5	10000	Odd	1477
23325000	23345000	32	23.7372339590625	25.9492981929359	scaffold_11_arrow_ctg1	bio5	20000	Odd	1478
23375000	23405000	37	15.7223623967568	17.3912269567066	scaffold_11_arrow_ctg1	bio5	30000	Odd	1480
24415000	24435000	37	14.1614137559459	15.3439830381031	scaffold_11_arrow_ctg1	bio5	20000	Odd	1539
40415000	40445000	61	11.2718647088525	14.8355967136859	scaffold_11_arrow_ctg1	bio5	30000	Odd	2580
85225000	85255000	48	19.230080263125	25.0483553635394	scaffold_11_arrow_ctg1	bio5	30000	Odd	5399
34605000	34645000	40	14.1946358735	15.9992179705632	Super_Scaffold_6	bio5	40000	Even	7634
34695000	34715000	26	17.5035551726923	16.5369003858767	Super_Scaffold_6	bio5	20000	Even	7640
38555000	38565000	31	15.328238026129	15.4456506492141	Super_Scaffold_6	bio5	10000	Even	7875
60155000	60175000	49	12.0245375377551	14.4325404600217	Super_Scaffold_6	bio5	20000	Even	9127
25725000	25765000	107	11.6137762231776	20.4111977018466	Super_Scaffold_7	bio5	40000	Odd	12696
33935000	33965000	29	17.3725571434483	17.3128082158135	Super_Scaffold_7	bio5	30000	Odd	13202
77885000	77905000	16	21.57012393375	16.4798740877155	Super_Scaffold_7	bio5	20000	Odd	15891
77915000	77925000	40	13.28061699575	14.7527954853403	Super_Scaffold_7	bio5	10000	Odd	15893
5735000	5755000	26	15.4759263157692	14.307668475391	Super_Scaffold_8	bio5	20000	Even	16577
6205000	6215000	31	15.5106653319355	15.6646540228353	Super_Scaffold_8	bio5	10000	Even	16606
35565000	35605000	53	11.938613325283	14.8751929791159	Super_Scaffold_8	bio5	40000	Even	18363
35605000	35625000	32	15.68934908625	16.1332460210062	Super_Scaffold_8	bio5	20000	Even	18364
