WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
8085000	8105000	39	19.5250320082051	15.9588951731716	scaffold_11_arrow_ctg1	bio17	20000	Odd	500
77075000	77095000	23	23.1441761773913	17.1613735906543	scaffold_11_arrow_ctg1	bio17	20000	Odd	4830
80935000	80975000	75	17.4706903069333	17.1024719955714	scaffold_11_arrow_ctg1	bio17	40000	Odd	5064
86795000	86825000	83	16.1014440716867	14.4656891081181	scaffold_11_arrow_ctg1	bio17	30000	Odd	5440
8645000	8675000	67	17.0645412229851	15.2249871016547	Super_Scaffold_6	bio17	30000	Even	6018
48295000	48335000	49	19.3752982491837	17.5920306778184	Super_Scaffold_6	bio17	40000	Even	8398
48345000	48365000	34	19.0651716414706	14.142928115293	Super_Scaffold_6	bio17	20000	Even	8400
5245000	5265000	62	22.9273614806452	27.6937725262913	Super_Scaffold_7	bio17	20000	Odd	11448
18365000	18385000	29	19.8362023910345	14.235244355347	Super_Scaffold_7	bio17	20000	Odd	12279
23435000	23455000	67	16.7530328502985	14.5043026077419	Super_Scaffold_7	bio17	20000	Odd	12603
29295000	29315000	47	19.9600713297872	18.3623853874421	Super_Scaffold_7	bio17	20000	Odd	12955
79905000	79925000	40	20.2067464465	17.3808276793958	Super_Scaffold_7	bio17	20000	Odd	16054
4095000	4135000	103	17.29403937	19.5355428368016	Super_Scaffold_8	bio17	40000	Even	16515
4135000	4165000	76	16.8405206478947	15.6633580730504	Super_Scaffold_8	bio17	30000	Even	16516
4355000	4365000	39	22.1615288251282	20.6125868608867	Super_Scaffold_8	bio17	10000	Even	16528
10425000	10435000	20	21.9136913295	14.447709138062	Super_Scaffold_8	bio17	10000	Even	16900
13165000	13215000	44	21.1689980054545	20.0332343196538	Super_Scaffold_8	bio17	50000	Even	17075
11175000	11195000	60	19.0354400306667	18.722688821413	scaffold_17_arrow_ctg1	bio17	20000	Odd	22566
11205000	11215000	53	20.0030937326415	19.5877847833557	scaffold_17_arrow_ctg1	bio17	10000	Odd	22568
18015000	18335000	90	18.0575487938889	20.3084134234693	scaffold_17_arrow_ctg1	bio17	10000	Odd	23012
24335000	24385000	79	18.8206730626582	20.9440202554926	scaffold_17_arrow_ctg1	bio17	50000	Odd	23367
46615000	46635000	54	20.5249713918519	20.8556476748249	scaffold_17_arrow_ctg1	bio17	20000	Odd	24762
46685000	46705000	31	20.1066145090323	15.1434759677227	scaffold_17_arrow_ctg1	bio17	20000	Odd	24766
56465000	56515000	110	16.2514688793636	17.0978822092501	scaffold_17_arrow_ctg1	bio17	50000	Odd	25372
58535000	58555000	43	18.7427495469767	15.3074343352384	scaffold_17_arrow_ctg1	bio17	20000	Odd	25499
73535000	73555000	45	19.722173262	17.5163882710305	Super_Scaffold_4	bio17	20000	Even	37882
73565000	73575000	23	26.1720334165217	21.2656572190927	Super_Scaffold_4	bio17	10000	Even	37884
115175000	115205000	121	15.9472256698347	16.9864961932518	Super_Scaffold_4	bio17	30000	Even	40081
131135000	131165000	63	17.8669885895238	16.5637333647292	Super_Scaffold_4	bio17	30000	Even	40992
131165000	131195000	52	18.8993210980769	17.1524416410154	Super_Scaffold_4	bio17	30000	Even	40993
133485000	133505000	46	20.2779721913043	18.7753993249714	Super_Scaffold_4	bio17	20000	Even	41116
159575000	159585000	22	21.1572591254545	14.1500734550782	Super_Scaffold_4	bio17	10000	Even	42542
219575000	219595000	93	17.3779069530108	18.7916063732952	Super_Scaffold_4	bio17	20000	Even	45835
32555000	32575000	26	20.8341187630769	14.9170412305973	Super_Scaffold_5	bio17	20000	Odd	47753
33335000	33355000	49	20.4804948389796	19.7786623218981	Super_Scaffold_5	bio17	20000	Odd	47800
38615000	38645000	37	18.9497524591892	14.5552584627499	Super_Scaffold_5	bio17	30000	Odd	48094
48915000	48925000	18	23.8113982805556	15.9819398016091	Super_Scaffold_5	bio17	10000	Odd	48686
48945000	48965000	28	21.3992525403571	16.3253624803484	Super_Scaffold_5	bio17	20000	Odd	48689
48975000	49005000	35	21.7734387634286	18.8780010741852	Super_Scaffold_5	bio17	30000	Odd	48691
103675000	103685000	23	23.0195888895652	16.9924945698313	Super_Scaffold_5	bio17	10000	Odd	51724
103685000	103705000	25	22.948259128	17.6150959961285	Super_Scaffold_5	bio17	20000	Odd	51725
103705000	103725000	63	22.9048471039683	27.865707099624	Super_Scaffold_5	bio17	20000	Odd	51726
103745000	103755000	26	22.7261654607692	17.6438619017255	Super_Scaffold_5	bio17	10000	Odd	51729
103755000	103765000	25	23.4442380152	18.3160205062113	Super_Scaffold_5	bio17	10000	Odd	51730
141105000	141145000	49	18.3994056087755	15.6612269199684	Super_Scaffold_5	bio17	40000	Odd	53849
146585000	146605000	49	18.770154424898	16.394753516796	Super_Scaffold_5	bio17	20000	Odd	54161
165515000	165525000	24	21.7511489925	15.6016062529683	Super_Scaffold_5	bio17	10000	Odd	55252
34405000	34435000	134	17.1939980300746	21.9549436396636	scaffold_21_arrow_ctg1	bio17	30000	Even	57525
47545000	47555000	20	21.93394186	14.473306160859	scaffold_2_arrow_ctg1	bio17	10000	Odd	60749
54425000	54435000	39	20.3087225220513	17.3421906152967	scaffold_2_arrow_ctg1	bio17	10000	Odd	61145
72235000	72275000	46	18.5471309334783	15.4574159374719	scaffold_2_arrow_ctg1	bio17	40000	Odd	62235
127065000	127085000	43	19.1398278325581	16.0433845196452	scaffold_2_arrow_ctg1	bio17	20000	Odd	65419
151085000	151105000	23	21.6328490365217	15.1127581006892	scaffold_2_arrow_ctg1	bio17	20000	Odd	66770
162715000	162755000	55	17.357018048	14.4074095487113	scaffold_2_arrow_ctg1	bio17	40000	Odd	67480
167165000	167195000	59	17.9484817098305	16.2062013210983	scaffold_2_arrow_ctg1	bio17	30000	Odd	67726
180865000	180915000	79	16.379541294557	14.8114459263968	scaffold_2_arrow_ctg1	bio17	50000	Odd	68538
37845000	37895000	97	15.8766483338144	15.0124046099329	Super_Scaffold_1	bio17	50000	Even	72254
79935000	79955000	61	18.2553320831148	17.1559692495146	Super_Scaffold_1	bio17	20000	Even	74681
95335000	95365000	62	16.9137153409677	14.3102089385069	Super_Scaffold_1	bio17	30000	Even	75531
97615000	97635000	63	17.8061440528571	16.4272342245992	Super_Scaffold_1	bio17	20000	Even	75665
97635000	97655000	64	17.3553425120312	15.5377690313896	Super_Scaffold_1	bio17	20000	Even	75666
147545000	147565000	48	18.2247207925	15.1585256181276	Super_Scaffold_1	bio17	20000	Even	78479
158015000	158045000	28	24.1904254028571	20.4998561057753	Super_Scaffold_1	bio17	30000	Even	79064
160845000	160875000	34	21.9811845791176	18.9487421080609	Super_Scaffold_1	bio17	30000	Even	79230
169595000	169625000	54	19.0333651777778	17.7575927255414	Super_Scaffold_1	bio17	30000	Even	79726
