WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
13345000	13355000	16	23.021326885	15.5161538974065	scaffold_11_arrow_ctg1	bio1	10000	Odd	808
36075000	36085000	26	22.2387536438462	18.8174230792939	scaffold_11_arrow_ctg1	bio1	10000	Odd	2252
40665000	40695000	69	16.1224578942029	18.408107620519	scaffold_11_arrow_ctg1	bio1	30000	Odd	2545
60935000	60945000	54	16.5904502905556	17.1137372096722	scaffold_11_arrow_ctg1	bio1	10000	Odd	3795
77075000	77095000	23	21.0756792147826	16.3539908562284	scaffold_11_arrow_ctg1	bio1	20000	Odd	4824
15745000	15765000	47	16.1831878638298	15.2930089053042	Super_Scaffold_6	bio1	20000	Even	6441
92755000	92775000	47	20.6648950410638	22.699236023235	Super_Scaffold_6	bio1	20000	Even	11257
23435000	23455000	67	19.9305935950746	25.6530718304781	Super_Scaffold_7	bio1	20000	Odd	12766
57925000	57945000	47	18.4008189461702	18.9577462051945	Super_Scaffold_7	bio1	20000	Odd	14876
3595000	3605000	44	17.78983544	17.3658126986142	Super_Scaffold_8	bio1	10000	Even	16692
4355000	4365000	39	20.6855755923077	20.7084688653037	Super_Scaffold_8	bio1	10000	Even	16740
35575000	35605000	47	16.494109266383	15.8068208149336	Super_Scaffold_8	bio1	30000	Even	18612
35605000	35625000	32	18.8261426603125	16.2226993297002	Super_Scaffold_8	bio1	20000	Even	18613
35655000	35675000	44	17.7810448127273	17.3517570521879	Super_Scaffold_8	bio1	20000	Even	18616
35705000	35745000	94	17.2965366130851	24.2295355465767	Super_Scaffold_8	bio1	40000	Even	18619
35745000	35755000	22	20.49276003	15.3354595679875	Super_Scaffold_8	bio1	10000	Even	18620
35755000	35765000	41	19.5748179256098	19.5184022365693	Super_Scaffold_8	bio1	10000	Even	18621
17655000	18445000	76	14.2879840173684	15.4643131385457	scaffold_17_arrow_ctg1	bio1	30000	Odd	23317
46615000	46635000	54	20.2189701235185	23.5410731591946	scaffold_17_arrow_ctg1	bio1	20000	Odd	25056
46655000	46705000	48	16.3819380114583	15.7867636410349	scaffold_17_arrow_ctg1	bio1	50000	Odd	25058
54435000	54455000	40	17.6746788445	16.3820936051226	scaffold_17_arrow_ctg1	bio1	20000	Odd	25537
38905000	38925000	31	22.4010704632258	20.7651249049596	scaffold_18_arrow_ctg1	bio1	20000	Even	28858
7835000	7855000	64	15.1658172128125	15.8838307156546	Super_Scaffold_11	bio1	20000	Odd	30712
113105000	113125000	38	20.0644734271053	19.5183413880596	Super_Scaffold_4	bio1	20000	Even	40133
114065000	114085000	61	15.3264640565574	15.8095272067794	Super_Scaffold_4	bio1	20000	Even	40192
115175000	115205000	121	14.6690173067769	20.5229850757188	Super_Scaffold_4	bio1	30000	Even	40256
131715000	131745000	19	21.6605445163158	15.4785538247048	Super_Scaffold_4	bio1	30000	Even	41190
133495000	133515000	48	16.6838664275	16.2909942745007	Super_Scaffold_4	bio1	20000	Even	41282
157345000	157405000	121	14.5693076492562	20.2586014652006	Super_Scaffold_4	bio1	60000	Even	42606
179325000	179365000	65	14.8707350252308	15.4339806233634	Super_Scaffold_4	bio1	40000	Even	43797
211685000	211715000	39	19.5788291217949	19.0424302292882	Super_Scaffold_4	bio1	30000	Even	45581
219375000	219405000	72	21.1822112918056	29.153069838972	Super_Scaffold_4	bio1	30000	Even	46029
219405000	219425000	43	22.8144928765116	25.1096217960182	Super_Scaffold_4	bio1	20000	Even	46030
219425000	219435000	32	23.5084868446875	22.6074353043226	Super_Scaffold_4	bio1	10000	Even	46031
219695000	219715000	55	15.5504251290909	15.4122550018851	Super_Scaffold_4	bio1	20000	Even	46049
51035000	51055000	43	16.6687327486047	15.3952560024396	Super_Scaffold_5	bio1	20000	Odd	49150
34405000	34435000	134	15.3681125030597	23.5480517216653	scaffold_21_arrow_ctg1	bio1	30000	Even	58259
