WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
15555000	15575000	48	18.884556903125	21.390322605763	scaffold_11_arrow_ctg1	bio8	20000	Odd	965
22245000	22275000	28	17.4949212989286	14.5818710169435	scaffold_11_arrow_ctg1	bio8	30000	Odd	1406
23675000	23695000	59	13.6478633416949	14.1133666397709	scaffold_11_arrow_ctg1	bio8	20000	Odd	1493
23695000	23725000	62	14.8711368364516	16.766951337937	scaffold_11_arrow_ctg1	bio8	30000	Odd	1494
72535000	72545000	68	14.9976789772059	17.8086097747804	scaffold_11_arrow_ctg1	bio8	10000	Odd	4564
84765000	84805000	190	10.5920061344737	15.272124978935	scaffold_11_arrow_ctg1	bio8	40000	Odd	5333
84935000	84985000	152	11.2780071568421	15.6786698858321	scaffold_11_arrow_ctg1	bio8	50000	Odd	5344
84995000	85015000	109	13.767680307156	19.4816610599325	scaffold_11_arrow_ctg1	bio8	20000	Odd	5346
85765000	85805000	142	10.9129992450704	14.1158873973342	scaffold_11_arrow_ctg1	bio8	40000	Odd	5394
85825000	85845000	42	15.1127863759524	14.1739490909319	scaffold_11_arrow_ctg1	bio8	20000	Odd	5396
85855000	85875000	72	18.6692421525	25.7615729561092	scaffold_11_arrow_ctg1	bio8	20000	Odd	5398
86285000	86295000	59	17.0968501774576	20.437171913141	scaffold_11_arrow_ctg1	bio8	10000	Odd	5424
86295000	86305000	56	16.9626146273214	19.6710191209262	scaffold_11_arrow_ctg1	bio8	10000	Odd	5425
86315000	86355000	77	15.396380845974	19.785641895343	scaffold_11_arrow_ctg1	bio8	40000	Odd	5427
1725000	1735000	59	15.2598527435593	17.068990295514	Super_Scaffold_6	bio8	10000	Even	5595
2595000	2645000	117	16.5241724224786	27.3011508707357	Super_Scaffold_6	bio8	50000	Even	5652
34615000	34645000	34	21.4802779947059	21.6155597742489	Super_Scaffold_6	bio8	30000	Even	7626
34645000	34655000	13	23.6392935715385	15.2240979316792	Super_Scaffold_6	bio8	10000	Even	7627
34695000	34715000	26	17.926370355	14.5765849755937	Super_Scaffold_6	bio8	20000	Even	7632
35125000	35145000	33	16.6895209054545	14.7259666072627	Super_Scaffold_6	bio8	20000	Even	7658
43745000	43755000	19	20.1938510031579	14.8200897519326	Super_Scaffold_7	bio8	10000	Odd	13906
74395000	74415000	60	16.1275822363333	18.8174655370484	Super_Scaffold_7	bio8	20000	Odd	15734
22255000	22295000	79	18.9060569513924	27.4872682246533	Super_Scaffold_8	bio8	40000	Even	17623
50555000	50575000	44	17.5525773711364	18.3706346156254	scaffold_17_arrow_ctg1	bio8	20000	Odd	25024
52155000	52175000	38	22.5506153692105	24.4266906200635	scaffold_17_arrow_ctg1	bio8	20000	Odd	25123
53775000	53785000	10	28.337257462	16.8986775594455	scaffold_17_arrow_ctg1	bio8	10000	Odd	25232
66505000	66525000	57	15.0183734719298	16.3420018598221	scaffold_17_arrow_ctg1	bio8	20000	Odd	26029
68035000	68045000	21	20.1619017819048	15.5456334673179	scaffold_17_arrow_ctg1	bio8	10000	Odd	26128
1015000	1035000	45	25.4744104162222	31.2632895773833	scaffold_18_arrow_ctg1	bio8	20000	Even	26249
1035000	1045000	31	20.9328119967742	19.9123031364701	scaffold_18_arrow_ctg1	bio8	10000	Even	26250
7005000	7015000	27	20.6199063944444	18.1951756429053	scaffold_18_arrow_ctg1	bio8	10000	Even	26631
2025000	2035000	31	16.9546647425806	14.6251407702517	Super_Scaffold_11	bio8	10000	Odd	30140
2035000	2045000	42	16.8224973692857	16.8188432359938	Super_Scaffold_11	bio8	10000	Odd	30141
36635000	36675000	18	24.5162635588889	18.8022885041418	Super_Scaffold_11	bio8	40000	Odd	32302
3565000	3575000	44	16.3416596315909	16.453282285495	Super_Scaffold_4	bio8	10000	Even	34075
11085000	11095000	38	17.8580927371053	17.5217631662387	Super_Scaffold_4	bio8	10000	Even	34541
18595000	18615000	28	19.4474753171429	17.0481546404807	Super_Scaffold_4	bio8	20000	Even	35006
93625000	93655000	35	18.4585614042857	17.6638760904584	Super_Scaffold_4	bio8	30000	Even	39201
93685000	93705000	40	17.2671475055	17.0847990943264	Super_Scaffold_4	bio8	20000	Even	39204
169535000	169555000	26	18.1985720407692	14.9078979399951	Super_Scaffold_4	bio8	20000	Even	43564
169555000	169565000	30	20.2725788123333	18.7252893822214	Super_Scaffold_4	bio8	10000	Even	43565
219005000	219045000	141	13.7927649103546	22.2286795269921	Super_Scaffold_4	bio8	40000	Even	46504
66695000	66715000	70	13.285264022	14.6486593648615	Super_Scaffold_5	bio8	20000	Odd	50528
103845000	103875000	101	13.968019250198	19.2337187769882	Super_Scaffold_5	bio8	30000	Odd	52692
