WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
36075000	36085000	26	22.1947261173077	18.0898357184172	scaffold_11_arrow_ctg1	bio11	10000	Odd	2292
40665000	40695000	69	15.8830721736232	16.7825379600659	scaffold_11_arrow_ctg1	bio11	30000	Odd	2583
60905000	60935000	47	17.5260278961702	16.5766406977913	scaffold_11_arrow_ctg1	bio11	30000	Odd	3846
60935000	60945000	54	18.1867399737037	18.9431358385352	scaffold_11_arrow_ctg1	bio11	10000	Odd	3847
60945000	60955000	43	17.2971716281395	15.4924184453737	scaffold_11_arrow_ctg1	bio11	10000	Odd	3848
77075000	77095000	23	21.9095277143478	16.6832341727322	scaffold_11_arrow_ctg1	bio11	20000	Odd	4888
15745000	15765000	47	17.2007826804255	16.0370690425337	Super_Scaffold_6	bio11	20000	Even	6499
92755000	92775000	47	20.9699860919149	22.2900597870191	Super_Scaffold_6	bio11	20000	Even	11311
23435000	23455000	67	20.6269132732836	25.9338229974453	Super_Scaffold_7	bio11	20000	Odd	12822
57925000	57945000	47	19.3592430706383	19.6178874194877	Super_Scaffold_7	bio11	20000	Odd	14908
3595000	3605000	44	19.4918500813636	19.1943155897529	Super_Scaffold_8	bio11	10000	Even	16720
4355000	4365000	39	20.3166931033333	19.3173523825841	Super_Scaffold_8	bio11	10000	Even	16768
35595000	35625000	53	20.3903206971698	22.6489225986994	Super_Scaffold_8	bio11	30000	Even	18635
35635000	35655000	21	21.2207972128571	15.1776374685516	Super_Scaffold_8	bio11	20000	Even	18637
35655000	35675000	44	18.9496982397727	18.3240805682627	Super_Scaffold_8	bio11	20000	Even	18638
35705000	35765000	157	19.5755053297452	36.5110035233334	Super_Scaffold_8	bio11	60000	Even	18641
35765000	35775000	22	20.948160155	15.225360764756	Super_Scaffold_8	bio11	10000	Even	18642
37935000	37955000	48	16.6083412229167	15.2135355945697	Super_Scaffold_8	bio11	20000	Even	18765
17655000	18445000	76	14.8439840772368	15.4212259360688	scaffold_17_arrow_ctg1	bio11	30000	Odd	23299
22985000	23015000	32	19.5448592671875	16.4415303639655	scaffold_17_arrow_ctg1	bio11	30000	Odd	23567
46615000	46635000	54	19.6489108616667	21.5432013705252	scaffold_17_arrow_ctg1	bio11	20000	Odd	25050
54435000	54455000	40	18.70972793975	17.1040626474451	scaffold_17_arrow_ctg1	bio11	20000	Odd	25537
38905000	38925000	31	22.9162549677419	20.724934726648	scaffold_18_arrow_ctg1	bio11	20000	Even	28844
7835000	7855000	64	15.4204756101563	15.2675080364477	Super_Scaffold_11	bio11	20000	Odd	30682
107425000	107455000	62	16.1707769419355	16.4566805632128	Super_Scaffold_4	bio11	30000	Even	39898
113105000	113125000	38	18.9247973507895	16.9917968460668	Super_Scaffold_4	bio11	20000	Even	40209
114065000	114085000	61	16.003006252459	16.0063448455428	Super_Scaffold_4	bio11	20000	Even	40262
115175000	115205000	121	14.1104815027273	17.505828678538	Super_Scaffold_4	bio11	30000	Even	40324
157345000	157385000	74	15.673459622027	16.9436298207503	Super_Scaffold_4	bio11	40000	Even	42694
179345000	179365000	52	16.7458636990385	16.0747241358264	Super_Scaffold_4	bio11	20000	Even	43923
211685000	211715000	39	18.7859384441026	17.0040778593285	Super_Scaffold_4	bio11	30000	Even	45773
219395000	219425000	89	24.8286797550562	39.482033334567	Super_Scaffold_4	bio11	30000	Even	46232
219425000	219435000	32	24.672562310625	23.4607226019721	Super_Scaffold_4	bio11	10000	Even	46233
141105000	141145000	49	17.3596363391837	16.6438105126169	Super_Scaffold_5	bio11	40000	Odd	54569
34405000	34435000	134	15.1066956289552	21.2128173168646	scaffold_21_arrow_ctg1	bio11	30000	Even	58359
40565000	40575000	24	20.629995735	15.5251925389079	scaffold_21_arrow_ctg1	bio11	10000	Even	58746
2805000	2845000	124	13.2032575825	15.276876046766	scaffold_2_arrow_ctg1	bio11	40000	Odd	58952
72235000	72275000	46	16.9652744119565	15.4790225326883	scaffold_2_arrow_ctg1	bio11	40000	Odd	62929
152675000	152705000	41	17.7709466585366	15.8619367631964	scaffold_2_arrow_ctg1	bio11	30000	Odd	67562
55595000	55625000	79	20.3001345155696	27.4578104814405	Super_Scaffold_1	bio11	30000	Even	73920
55625000	55635000	34	20.6701423811765	18.5353223688944	Super_Scaffold_1	bio11	10000	Even	73921
79875000	79895000	58	18.7623257465517	20.6929516398362	Super_Scaffold_1	bio11	20000	Even	75326
118055000	118075000	35	18.6133142754286	15.8613592724244	Super_Scaffold_1	bio11	20000	Even	77430
125565000	125605000	72	17.8973257936111	21.2793907428755	Super_Scaffold_1	bio11	40000	Even	77858
158015000	158045000	28	21.7226504410714	18.1682325157092	Super_Scaffold_1	bio11	30000	Even	79674
159725000	159755000	71	15.7416570221127	16.735679425938	Super_Scaffold_1	bio11	30000	Even	79762
160855000	160875000	30	20.328116681	16.957579731348	Super_Scaffold_1	bio11	20000	Even	79830
187775000	187805000	49	16.928878812449	15.9141510884953	Super_Scaffold_1	bio11	30000	Even	81324
204015000	204035000	73	15.8790174808219	17.2537523846909	Super_Scaffold_1	bio11	20000	Even	82261
215885000	215905000	49	17.3936685932653	16.7014576885188	Super_Scaffold_1	bio11	20000	Even	82939
58145000	58175000	60	19.5465166075	22.5165991881261	Super_Scaffold_3	bio11	30000	Odd	87840
58185000	58225000	74	20.1506821372973	26.263584925567	Super_Scaffold_3	bio11	40000	Odd	87842
60335000	60365000	47	16.7079969719149	15.2195529421984	Super_Scaffold_3	bio11	30000	Odd	87966
99925000	99965000	36	17.9527925313889	15.1273343599434	Super_Scaffold_3	bio11	40000	Odd	90277
121145000	121175000	83	15.0326264379518	16.5316528556644	Super_Scaffold_3	bio11	30000	Odd	91555
134575000	134595000	77	15.6893082353247	17.3173228302824	Super_Scaffold_3	bio11	20000	Odd	92346
