WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
83895000	83915000	71	17.2421764509859	26.4329336227838	scaffold_11_arrow_ctg1	bio13	20000	Odd	5291
84695000	84705000	34	16.8667723547059	17.8146275603939	scaffold_11_arrow_ctg1	bio13	10000	Odd	5341
8855000	8865000	26	17.7585241669231	16.5695846607967	Super_Scaffold_6	bio13	10000	Even	6062
8865000	8905000	65	18.1789575001538	26.9376704490996	Super_Scaffold_6	bio13	40000	Even	6063
37875000	37915000	46	14.3407425319565	16.9868365217039	Super_Scaffold_6	bio13	40000	Even	7853
54135000	54155000	33	23.5593704351515	25.9309649833606	Super_Scaffold_6	bio13	20000	Even	8868
92755000	92765000	24	19.8507153908333	18.1536976188454	Super_Scaffold_6	bio13	10000	Even	11282
35595000	35625000	53	21.5425191969811	29.6619248096209	Super_Scaffold_8	bio13	30000	Even	18520
35635000	35655000	21	20.7373972161905	17.8669235523612	Super_Scaffold_8	bio13	20000	Even	18522
35655000	35675000	44	19.45575528	24.0091571778505	Super_Scaffold_8	bio13	20000	Even	18523
35675000	35695000	35	17.7563230265714	19.2218349080409	Super_Scaffold_8	bio13	20000	Even	18524
35705000	35765000	157	20.0973724850955	47.1048093865434	Super_Scaffold_8	bio13	60000	Even	18526
35765000	35775000	22	22.1241268372727	19.7051615950014	Super_Scaffold_8	bio13	10000	Even	18527
925000	935000	50	17.950439243	23.2736812555247	scaffold_17_arrow_ctg1	bio13	10000	Odd	21959
935000	955000	52	13.4636447653846	16.6820718793422	scaffold_17_arrow_ctg1	bio13	20000	Odd	21960
17655000	18625000	34	19.1519463338235	20.719085896299	scaffold_17_arrow_ctg1	bio13	20000	Odd	23099
38885000	38925000	97	12.2843692505155	20.2525481731619	scaffold_18_arrow_ctg1	bio13	40000	Even	28677
7835000	7855000	64	14.0129323089062	19.4649441257858	Super_Scaffold_11	bio13	20000	Odd	30584
59285000	59345000	114	10.3049039691228	17.3487683642157	Super_Scaffold_4	bio13	60000	Even	37078
63985000	64025000	48	14.5670546283333	17.6939573159959	Super_Scaffold_4	bio13	40000	Even	37325
115175000	115205000	121	13.3033486908264	25.0629128268531	Super_Scaffold_4	bio13	30000	Even	40057
