WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
36075000	36085000	26	21.5181981711538	16.378306845053	scaffold_11_arrow_ctg1	bio9	10000	Odd	2282
60865000	60885000	36	21.2956319872222	18.9336729924009	scaffold_11_arrow_ctg1	bio9	20000	Odd	3865
60905000	60935000	47	17.4709198229787	14.9847204340234	scaffold_11_arrow_ctg1	bio9	30000	Odd	3868
60935000	60945000	54	18.1870588646296	17.3963532220229	scaffold_11_arrow_ctg1	bio9	10000	Odd	3869
72945000	72955000	63	16.4610781874603	15.3162939364649	scaffold_11_arrow_ctg1	bio9	10000	Odd	4616
77075000	77095000	23	24.9352149008696	19.5599588222209	scaffold_11_arrow_ctg1	bio9	20000	Odd	4858
15745000	15765000	47	17.7082786948936	15.3973567019497	Super_Scaffold_6	bio9	20000	Even	6478
27275000	27295000	42	18.2989818288095	15.5260732594769	Super_Scaffold_6	bio9	20000	Even	7200
92755000	92765000	24	20.8785269808333	14.9411190980287	Super_Scaffold_6	bio9	10000	Even	11278
18365000	18385000	29	19.8496185634483	15.018867982665	Super_Scaffold_7	bio9	20000	Odd	12487
23435000	23455000	67	21.4594638713433	26.1698535195011	Super_Scaffold_7	bio9	20000	Odd	12781
57925000	57945000	47	19.2769869770213	18.1244758771464	Super_Scaffold_7	bio9	20000	Odd	14841
3595000	3605000	44	20.3631073706818	19.3634084687478	Super_Scaffold_8	bio9	10000	Even	16591
4095000	4135000	103	17.1759551202913	21.4237956837436	Super_Scaffold_8	bio9	40000	Even	16626
4135000	4165000	76	16.6722492236842	17.2893125229601	Super_Scaffold_8	bio9	30000	Even	16627
4355000	4365000	39	21.5139580025641	20.0525325825299	Super_Scaffold_8	bio9	10000	Even	16641
35705000	35745000	94	17.2935577615957	20.7555434983559	Super_Scaffold_8	bio9	40000	Even	18516
35755000	35765000	41	18.8002077512195	16.1539644662283	Super_Scaffold_8	bio9	10000	Even	18518
17655000	18345000	67	18.2587629865672	19.5263756922834	scaffold_17_arrow_ctg1	bio9	10000	Odd	23114
46615000	46635000	54	18.001289707037	17.0501879549519	scaffold_17_arrow_ctg1	bio9	20000	Odd	24883
54435000	54455000	40	19.53895694975	17.1405350883223	scaffold_17_arrow_ctg1	bio9	20000	Odd	25370
58455000	58495000	102	15.2404418123529	16.3626534197914	scaffold_17_arrow_ctg1	bio9	40000	Odd	25617
38905000	38925000	31	20.3019202196774	16.1667159176558	scaffold_18_arrow_ctg1	bio9	20000	Even	28697
107425000	107455000	62	17.1919095530645	16.6534874417794	Super_Scaffold_4	bio9	30000	Even	39717
107555000	107585000	52	17.3300905046154	15.5041213192501	Super_Scaffold_4	bio9	30000	Even	39725
114065000	114085000	61	16.7895083462295	15.7216779476367	Super_Scaffold_4	bio9	20000	Even	40095
115175000	115205000	121	14.5374334879339	15.8606368537177	Super_Scaffold_4	bio9	30000	Even	40155
131155000	131165000	34	19.0574866176471	15.0908876165208	Super_Scaffold_4	bio9	10000	Even	41055
133495000	133515000	48	18.2836313841667	16.5711021229084	Super_Scaffold_4	bio9	20000	Even	41177
157345000	157405000	121	14.300319073719	15.1992376931579	Super_Scaffold_4	bio9	60000	Even	42505
201085000	201135000	90	17.8906968885556	21.7456492761794	Super_Scaffold_4	bio9	50000	Even	44855
219395000	219425000	89	24.1683218759551	36.6422007803877	Super_Scaffold_4	bio9	30000	Even	45917
219425000	219435000	32	23.5689979659375	21.1118872355812	Super_Scaffold_4	bio9	10000	Even	45918
63225000	63235000	88	16.2278705936364	17.5471750554903	Super_Scaffold_5	bio9	10000	Odd	49699
141105000	141145000	49	18.6982812585714	17.4788529934267	Super_Scaffold_5	bio9	40000	Odd	54250
146585000	146605000	49	18.5849949889796	17.2777639932594	Super_Scaffold_5	bio9	20000	Odd	54580
165515000	165525000	24	21.0773090220833	15.1880615553234	Super_Scaffold_5	bio9	10000	Odd	55715
12825000	12865000	62	16.6241049069355	15.5197622804937	scaffold_21_arrow_ctg1	bio9	40000	Even	56731
34405000	34435000	134	16.124881885	21.350698031906	scaffold_21_arrow_ctg1	bio9	30000	Even	58033
72235000	72275000	46	20.1720841656522	19.4700633048501	scaffold_2_arrow_ctg1	bio9	40000	Odd	62614
203935000	203955000	37	18.8522588954054	15.4260346129004	scaffold_2_arrow_ctg1	bio9	20000	Odd	70348
55595000	55605000	33	21.7576166233333	18.8005845567248	Super_Scaffold_1	bio9	10000	Even	73683
55605000	55625000	46	21.0240583391304	20.9353356207138	Super_Scaffold_1	bio9	20000	Even	73684
55625000	55645000	62	20.0807669867742	22.4216162908338	Super_Scaffold_1	bio9	20000	Even	73685
79875000	79895000	58	17.247992687931	16.2156298790037	Super_Scaffold_1	bio9	20000	Even	75093
79945000	79955000	44	20.5087115277273	19.6083221867182	Super_Scaffold_1	bio9	10000	Even	75098
97615000	97635000	63	18.6783532625397	19.7790469134239	Super_Scaffold_1	bio9	20000	Even	76080
97635000	97655000	64	17.7543398929688	18.0609235941493	Super_Scaffold_1	bio9	20000	Even	76081
118035000	118065000	55	21.0991621181818	23.0331667079141	Super_Scaffold_1	bio9	30000	Even	77202
158015000	158045000	28	22.6801118771429	18.5556432439618	Super_Scaffold_1	bio9	30000	Even	79443
160855000	160875000	30	22.7664463233333	19.3268261446084	Super_Scaffold_1	bio9	20000	Even	79597
165255000	165285000	25	20.9979270852	15.4006025190205	Super_Scaffold_1	bio9	30000	Even	79837
187775000	187815000	49	17.8142923053061	15.9097267841207	Super_Scaffold_1	bio9	40000	Even	81123
190075000	190125000	59	16.98507279	15.842713327806	Super_Scaffold_1	bio9	50000	Even	81259
215885000	215905000	49	17.5018825840816	15.3551833367115	Super_Scaffold_1	bio9	20000	Even	82744
9965000	9975000	29	20.2557559251724	15.5734744643575	Super_Scaffold_3	bio9	10000	Odd	84800
58125000	58155000	55	18.0661437478182	17.3292997890134	Super_Scaffold_3	bio9	30000	Odd	87628
58185000	58205000	37	21.8316464208108	20.0216201682565	Super_Scaffold_3	bio9	20000	Odd	87631
58205000	58215000	20	22.26171424	15.2079015921664	Super_Scaffold_3	bio9	10000	Odd	87632
121145000	121175000	83	16.4246391483133	17.4959634998298	Super_Scaffold_3	bio9	30000	Odd	91346
136635000	136655000	64	16.585758056875	15.6903026492215	Super_Scaffold_3	bio9	20000	Odd	92304
