WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
16995000	17005000	24	20.103377005	15.8110175351015	scaffold_11_arrow_ctg1	bio10	10000	Odd	1084
21785000	21805000	35	23.2548399602857	23.3062205606292	scaffold_11_arrow_ctg1	bio10	20000	Odd	1385
21805000	21825000	22	21.7911789495455	16.9265951864298	scaffold_11_arrow_ctg1	bio10	20000	Odd	1386
22805000	22835000	77	15.3578513136364	18.9116171079287	scaffold_11_arrow_ctg1	bio10	30000	Odd	1451
72535000	72545000	68	15.8078611225	18.610516441901	scaffold_11_arrow_ctg1	bio10	10000	Odd	4531
82085000	82105000	52	15.5089102342308	15.7873383327704	scaffold_11_arrow_ctg1	bio10	20000	Odd	5122
85855000	85875000	72	13.3767314690278	14.489068149303	scaffold_11_arrow_ctg1	bio10	20000	Odd	5365
86295000	86355000	152	11.7990866872368	16.6573664240658	scaffold_11_arrow_ctg1	bio10	60000	Odd	5392
86425000	86475000	52	15.1231902596154	15.158877674727	scaffold_11_arrow_ctg1	bio10	50000	Odd	5398
86725000	86735000	20	22.0600796785	16.4105888080542	scaffold_11_arrow_ctg1	bio10	10000	Odd	5415
5255000	5275000	48	21.8811455660417	25.1430716708784	Super_Scaffold_7	bio10	20000	Odd	11492
29295000	29315000	47	18.6790208165957	19.9196743183415	Super_Scaffold_7	bio10	20000	Odd	12962
43695000	43735000	50	15.0712210892	14.7814725047853	Super_Scaffold_7	bio10	40000	Odd	13813
3125000	3155000	40	17.3950637955	16.5417379205748	scaffold_17_arrow_ctg1	bio10	30000	Odd	21693
11165000	11185000	58	16.6777347472414	18.6845447488522	scaffold_17_arrow_ctg1	bio10	20000	Odd	22184
11205000	11215000	53	15.2211857658491	15.4651358313495	scaffold_17_arrow_ctg1	bio10	10000	Odd	22187
18025000	18335000	90	13.5009163434444	16.4654621980133	scaffold_17_arrow_ctg1	bio10	10000	Odd	22617
34055000	34095000	86	13.332213749186	15.7419160627544	scaffold_17_arrow_ctg1	bio10	40000	Odd	23571
