WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
3185000	3215000	73	14.4227476128767	15.2466252694328	scaffold_11_arrow_ctg1	bio2	30000	Odd	214
3935000	3955000	54	16.3628880568519	16.5188778855338	scaffold_11_arrow_ctg1	bio2	20000	Odd	256
3955000	3975000	66	17.1795808565152	19.8472083066152	scaffold_11_arrow_ctg1	bio2	20000	Odd	257
3975000	3995000	55	15.7772150063636	15.6335807861436	scaffold_11_arrow_ctg1	bio2	20000	Odd	258
10785000	10805000	47	16.5216713455319	15.6710939899467	scaffold_11_arrow_ctg1	bio2	20000	Odd	700
23425000	23455000	45	24.2722707811111	27.7538010965267	scaffold_11_arrow_ctg1	bio2	30000	Odd	1495
23455000	23485000	29	19.6544612817241	16.3397251556108	scaffold_11_arrow_ctg1	bio2	30000	Odd	1496
23685000	23745000	138	12.1337372130435	14.5396121935258	scaffold_11_arrow_ctg1	bio2	60000	Odd	1510
37025000	37045000	59	17.0854007977966	18.592406483392	scaffold_11_arrow_ctg1	bio2	20000	Odd	2341
72535000	72545000	68	15.1979365385294	16.2422008135999	scaffold_11_arrow_ctg1	bio2	10000	Odd	4508
72945000	72955000	63	15.72210027	16.6274837341751	scaffold_11_arrow_ctg1	bio2	10000	Odd	4536
82225000	82235000	33	20.0655763869697	17.9943606325707	scaffold_11_arrow_ctg1	bio2	10000	Odd	5124
86285000	86295000	59	15.0134606137288	14.7907326963084	scaffold_11_arrow_ctg1	bio2	10000	Odd	5360
86295000	86305000	56	14.8798797714286	14.1710049450131	scaffold_11_arrow_ctg1	bio2	10000	Odd	5361
86725000	86735000	20	21.3692713935	15.4013069587983	scaffold_11_arrow_ctg1	bio2	10000	Odd	5394
86795000	86825000	83	13.6733965944578	14.6266271471828	scaffold_11_arrow_ctg1	bio2	30000	Odd	5398
5405000	5425000	58	15.4094595498276	15.3852616856769	Super_Scaffold_6	bio2	20000	Even	5758
5425000	5445000	48	16.4977113054167	15.797276949263	Super_Scaffold_6	bio2	20000	Even	5759
9715000	9725000	66	16.6596904877273	18.8382914714735	Super_Scaffold_6	bio2	10000	Even	6038
9735000	9755000	80	13.8111107205	14.6540932894065	Super_Scaffold_6	bio2	20000	Even	6040
38555000	38565000	31	18.0593388822581	14.7722538269211	Super_Scaffold_6	bio2	10000	Even	7774
55965000	55985000	24	19.1085633066667	14.2257013615043	Super_Scaffold_6	bio2	20000	Even	8788
5245000	5265000	62	23.9670906903226	32.0030573059753	Super_Scaffold_7	bio2	20000	Odd	11399
17595000	17605000	45	16.8966006737778	15.9348381872886	Super_Scaffold_7	bio2	10000	Odd	12191
29295000	29315000	47	15.6950816138298	14.3174309723461	Super_Scaffold_7	bio2	20000	Odd	12916
40355000	40385000	41	17.8726749473171	16.7030981120593	Super_Scaffold_7	bio2	30000	Odd	13576
74385000	74415000	71	14.1048679247887	14.396488416188	Super_Scaffold_7	bio2	30000	Odd	15615
