WindowStart	WindowStop	SNPcount	MeanY	Wstat	scaffold	var	WindowLength	color	WindowNumber
8085000	8105000	39	19.5458591682051	15.7028599837706	scaffold_11_arrow_ctg1	bio14	20000	Odd	506
77075000	77095000	23	22.2005008317391	15.6500022735397	scaffold_11_arrow_ctg1	bio14	20000	Odd	4802
80935000	80975000	75	17.4017542926667	16.5384298099654	scaffold_11_arrow_ctg1	bio14	40000	Odd	5040
85765000	85795000	116	15.1239096648276	13.6480916869745	scaffold_11_arrow_ctg1	bio14	30000	Odd	5344
86795000	86825000	83	16.7912013193976	15.8291765840292	scaffold_11_arrow_ctg1	bio14	30000	Odd	5410
8645000	8675000	67	17.6665005359702	16.2427601901328	Super_Scaffold_6	bio14	30000	Even	5990
48295000	48335000	49	19.1728604230612	16.8648210317151	Super_Scaffold_6	bio14	40000	Even	8390
5245000	5265000	62	23.0798433454839	27.6478673070287	Super_Scaffold_7	bio14	20000	Odd	11438
23435000	23455000	67	16.8681173549254	14.3994529278226	Super_Scaffold_7	bio14	20000	Odd	12573
29295000	29315000	47	20.3304526587234	18.7555367997014	Super_Scaffold_7	bio14	20000	Odd	12927
79905000	79925000	40	20.74666987425	18.0450723474452	Super_Scaffold_7	bio14	20000	Odd	16052
4095000	4135000	103	17.0488279768932	18.3709681216854	Super_Scaffold_8	bio14	40000	Even	16511
4355000	4365000	39	22.5780112033333	21.0439786911273	Super_Scaffold_8	bio14	10000	Even	16524
13165000	13215000	44	20.1720641086364	17.8507404329889	Super_Scaffold_8	bio14	50000	Even	17073
11175000	11195000	60	19.1175692746667	18.5412451681784	scaffold_17_arrow_ctg1	bio14	20000	Odd	22546
11205000	11215000	53	20.3136502845283	19.8822484294869	scaffold_17_arrow_ctg1	bio14	10000	Odd	22548
17775000	18335000	90	17.4175835742222	18.1592997518257	scaffold_17_arrow_ctg1	bio14	10000	Odd	22996
24335000	24375000	51	18.1991645409804	15.2441986342517	scaffold_17_arrow_ctg1	bio14	40000	Odd	23371
24385000	24405000	48	17.6127471922917	13.6430667070439	scaffold_17_arrow_ctg1	bio14	20000	Odd	23373
46615000	46635000	54	19.512136862963	18.4076075311245	scaffold_17_arrow_ctg1	bio14	20000	Odd	24762
58535000	58555000	43	19.176994257907	15.806221340921	scaffold_17_arrow_ctg1	bio14	20000	Odd	25495
73535000	73555000	45	19.2897936708889	16.3830634607607	Super_Scaffold_4	bio14	20000	Even	37942
73565000	73575000	23	26.3309314621739	21.2373822113196	Super_Scaffold_4	bio14	10000	Even	37944
115175000	115205000	121	16.0320543167769	16.7568409399271	Super_Scaffold_4	bio14	30000	Even	40169
131135000	131165000	63	17.997597994127	16.4917082458008	Super_Scaffold_4	bio14	30000	Even	41062
131165000	131195000	52	18.8606320515385	16.7383499599037	Super_Scaffold_4	bio14	30000	Even	41063
133485000	133505000	46	20.4229708273913	18.7319295692465	Super_Scaffold_4	bio14	20000	Even	41186
159575000	159585000	22	21.6720541963636	14.6068685498463	Super_Scaffold_4	bio14	10000	Even	42610
171835000	171855000	44	18.2757091352273	14.3026479894473	Super_Scaffold_4	bio14	20000	Even	43276
219575000	219595000	93	17.2234495651613	17.9314031271797	Super_Scaffold_4	bio14	20000	Even	45957
32525000	32545000	21	21.2692211057143	13.750338178678	Super_Scaffold_5	bio14	20000	Odd	47869
32545000	32565000	30	21.100267675	16.1737758901577	Super_Scaffold_5	bio14	20000	Odd	47870
33335000	33355000	49	20.2358885167347	18.9637209739003	Super_Scaffold_5	bio14	20000	Odd	47918
38615000	38645000	37	18.9922533391892	14.3450837372787	Super_Scaffold_5	bio14	30000	Odd	48206
48915000	48925000	18	24.0478433272222	16.0555160253723	Super_Scaffold_5	bio14	10000	Odd	48796
48945000	49005000	72	21.5289399529167	26.0822898960643	Super_Scaffold_5	bio14	60000	Odd	48799
74925000	74945000	99	15.6060373685859	13.9615122220659	Super_Scaffold_5	bio14	20000	Odd	50241
103675000	103685000	23	23.5242669617391	17.4407076451721	Super_Scaffold_5	bio14	10000	Odd	51828
103685000	103705000	25	23.4923940156	18.1382434896448	Super_Scaffold_5	bio14	20000	Odd	51829
103705000	103725000	63	23.6253702519048	29.0912787876414	Super_Scaffold_5	bio14	20000	Odd	51830
103745000	103755000	26	23.2145988707692	18.0979114870902	Super_Scaffold_5	bio14	10000	Odd	51833
103755000	103765000	25	23.8176697716	18.5969877595858	Super_Scaffold_5	bio14	10000	Odd	51834
141105000	141145000	49	17.6362657406122	13.8308857017378	Super_Scaffold_5	bio14	40000	Odd	53995
146585000	146605000	49	18.6519934479592	15.8363932127004	Super_Scaffold_5	bio14	20000	Odd	54303
165515000	165525000	24	21.4545819329167	14.9558669599481	Super_Scaffold_5	bio14	10000	Odd	55378
168305000	168345000	70	16.4237604668571	13.6696502748152	Super_Scaffold_5	bio14	40000	Odd	55553
34405000	34435000	134	18.1948211003731	24.6957705525171	scaffold_21_arrow_ctg1	bio14	30000	Even	57697
34435000	34455000	40	18.5553653895	14.135928276366	scaffold_21_arrow_ctg1	bio14	20000	Even	57698
47545000	47555000	20	22.271390102	14.68312438509	scaffold_2_arrow_ctg1	bio14	10000	Odd	60920
54425000	54435000	39	20.3622822558974	17.1409846477956	scaffold_2_arrow_ctg1	bio14	10000	Odd	61318
72235000	72275000	46	18.1258985913043	14.3374998624963	scaffold_2_arrow_ctg1	bio14	40000	Odd	62402
127065000	127085000	43	20.8360683816279	18.8748827441548	scaffold_2_arrow_ctg1	bio14	20000	Odd	65604
151085000	151105000	23	21.745441123913	15.034426874872	scaffold_2_arrow_ctg1	bio14	20000	Odd	66981
